date_start                       ,driver_number ,duration_sector_1 ,duration_sector_2 ,duration_sector_3 ,i1_speed ,i2_speed ,is_pit_out_lap ,lap_duration ,lap_number ,meeting_key ,segments_sector_1                      ,segments_sector_2                      ,segments_sector_3                            ,session_key ,st_speed
2024-06-09 18:08:17.574000+00:00 ,           81 ,           29.093 ,           31.409 ,           37.092 ,     190 ,     267 ,False          ,      97.594 ,         4 ,       1237 ,"[None, 2048, 2049, 2048, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2049]" ,"[2051, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     300
2024-06-09 18:09:46.276000+00:00 ,            1 ,           27.574 ,           30.293 ,           35.992 ,     200 ,     267 ,False          ,      93.859 ,         5 ,       1237 ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2051, 2048]" ,       9531 ,     300
2024-06-09 18:10:11.529000+00:00 ,            2 ,           30.037 ,           30.89  ,           37.433 ,     182 ,     269 ,False          ,      98.36  ,         5 ,       1237 ,"[None, 0, 0, 2048, 2048, 2048]"       ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2049, 2048, 2049]" ,       9531 ,     306
2024-06-09 18:10:03.076000+00:00 ,            3 ,           29.193 ,           31.212 ,           36.983 ,     187 ,     266 ,False          ,      97.388 ,         5 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2049, 2048, 2049]" ,       9531 ,     300
2024-06-09 18:09:48.706000+00:00 ,            4 ,           28.193 ,           30.245 ,           36.447 ,     189 ,     269 ,False          ,      94.885 ,         5 ,       1237 ,"[2051, 2051, 2049, 2051, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     298
2024-06-09 18:10:15.268000+00:00 ,           10 ,           29.873 ,           31.091 ,           37.882 ,     185 ,     268 ,False          ,      98.846 ,         5 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2049, 2049, 0]"    ,       9531 ,     300
2024-06-09 18:10:14.372000+00:00 ,           11 ,           29.893 ,           31.351 ,           37.336 ,     198 ,     266 ,False          ,      98.58  ,         5 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     288
2024-06-09 18:09:56.810000+00:00 ,           14 ,           29.01  ,           30.778 ,           36.557 ,     181 ,     270 ,False          ,      96.345 ,         5 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     301
2024-06-09 18:10:05.637000+00:00 ,           16 ,           28.625 ,           30.75  ,           36.983 ,     194 ,     258 ,False          ,      96.358 ,         5 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2049, 2051, 2049, 2048]" ,"[2049, 2048, 2048, 2049, 2048, 2051, 2049]" ,       9531 ,     293
2024-06-09 18:10:04.081000+00:00 ,           18 ,           29.041 ,           30.935 ,           37.068 ,     189 ,     270 ,False          ,      97.044 ,         5 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     303
2024-06-09 18:09:50.751000+00:00 ,           20 ,           27.517 ,           30.564 ,           36.448 ,     207 ,     267 ,False          ,      94.529 ,         5 ,       1237 ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     299
2024-06-09 18:10:07.048000+00:00 ,           22 ,           28.438 ,           30.65  ,           36.794 ,     194 ,     268 ,False          ,      95.882 ,         5 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     303
2024-06-09 18:10:08.608000+00:00 ,           23 ,           29.659 ,           31.353 ,           37.065 ,     202 ,     264 ,False          ,      98.077 ,         5 ,       1237 ,"[2048, 2048, 2049, 2048, 2049, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     305
2024-06-09 18:10:20.407000+00:00 ,           24 ,           29.746 ,           31.28  ,           37.301 ,     189 ,     266 ,False          ,      98.327 ,         5 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2049, 0]"    ,       9531 ,     300
2024-06-09 18:09:58.693000+00:00 ,           27 ,           28.277 ,           31.065 ,           36.762 ,     190 ,     267 ,False          ,      96.104 ,         5 ,       1237 ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     299
2024-06-09 18:10:13.823000+00:00 ,           31 ,           29.588 ,           31.496 ,           37.423 ,     193 ,     265 ,False          ,      98.507 ,         5 ,       1237 ,"[2049, 2048, 2048, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     299
2024-06-09 18:09:57.947000+00:00 ,           44 ,           28.39  ,           30.892 ,           36.623 ,     185 ,     271 ,False          ,      95.905 ,         5 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2048, 2049, 2051]" ,"[2049, 2049, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     301
2024-06-09 18:10:10.443000+00:00 ,           55 ,           29.367 ,           31.144 ,           36.868 ,     185 ,     267 ,False          ,      97.379 ,         5 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     302
2024-06-09 18:09:43.402000+00:00 ,           63 ,           28.005 ,           30.058 ,           36.031 ,     203 ,     269 ,False          ,      94.094 ,         5 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2051, 2051, 2048, 2048, 2049]" ,"[2048, 2051, 2051, 2048, 2048, 2049, 2048]" ,       9531 ,     298
2024-06-09 18:10:16.226000+00:00 ,           77 ,           29.414 ,           31.608 ,           37.615 ,     180 ,     267 ,False          ,      98.637 ,         5 ,       1237 ,"[None, 2049, 2049, 2048, 2049, 2048]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     302
2024-06-09 18:09:55.139000+00:00 ,           81 ,           29.721 ,           30.784 ,           36.085 ,     194 ,     267 ,False          ,      96.59  ,         5 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2051, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     295
2024-06-09 18:11:20.115000+00:00 ,            1 ,           27.04  ,           29.789 ,           35.805 ,     204 ,     266 ,False          ,      92.634 ,         6 ,       1237 ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2051, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2049, 2051, 2049]" ,       9531 ,     301
2024-06-09 18:11:49.907000+00:00 ,            2 ,           28.617 ,           53.008 ,           36.701 ,     184 ,     266 ,False          ,     118.326 ,         6 ,       1237 ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2049, 2049, 2049]" ,       9531 ,     301
2024-06-09 18:11:40.461000+00:00 ,            3 ,           27.621 ,           32.071 ,           36.992 ,     193 ,     267 ,False          ,      96.684 ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048, 0]"    ,       9531 ,     301
2024-06-09 18:11:23.495000+00:00 ,            4 ,           27.533 ,           29.849 ,           37.655 ,     198 ,     267 ,False          ,      95.037 ,         6 ,       1237 ,"[2049, 2051, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2051, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2051, 2049]" ,       9531 ,     292
2024-06-09 18:11:54.113000+00:00 ,           10 ,           28.412 ,           31.207 ,           36.955 ,     188 ,     267 ,False          ,      96.574 ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2049, 2049, 2049]" ,       9531 ,     300
2024-06-09 18:11:52.852000+00:00 ,           11 ,           28.708 ,           31.25  ,           36.419 ,     201 ,     268 ,False          ,      96.377 ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049]" ,"[2049, 2049, 2051, 2051, 2049, 2048, 2048]" ,       9531 ,     304
2024-06-09 18:11:33.169000+00:00 ,           14 ,           27.969 ,           30.282 ,           38.069 ,     188 ,     269 ,False          ,      96.32  ,         6 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 0]"    ,       9531 ,     301
2024-06-09 18:11:42.070000+00:00 ,           16 ,           28.47  ,           30.812 ,           37.018 ,     189 ,     262 ,False          ,      96.3   ,         6 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 0]"    ,       9531 ,     295
2024-06-09 18:11:41.094000+00:00 ,           18 ,           28.294 ,           31.48  ,           36.881 ,     195 ,     267 ,False          ,      96.655 ,         6 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     305
2024-06-09 18:11:25.311000+00:00 ,           20 ,           27.73  ,           30.166 ,           36.777 ,     209 ,     267 ,False          ,      94.673 ,         6 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2051, 2064, 2064]" ,       9531 ,     294
2024-06-09 18:11:42.954000+00:00 ,           22 ,           28.389 ,           31.394 ,           36.863 ,         ,     269 ,False          ,      96.646 ,         6 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     305
2024-06-09 18:11:46.706000+00:00 ,           23 ,           28.506 ,           30.745 ,           36.666 ,     209 ,     256 ,False          ,      95.917 ,         6 ,       1237 ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     302
2024-06-09 18:11:58.811000+00:00 ,           24 ,           28.976 ,           31.434 ,           37.118 ,     191 ,     266 ,False          ,      97.528 ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     300
2024-06-09 18:11:34.675000+00:00 ,           27 ,           27.955 ,           31.019 ,           37.204 ,     199 ,     262 ,False          ,      96.178 ,         6 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     291
2024-06-09 18:11:52.338000+00:00 ,           31 ,           28.709 ,           30.903 ,           36.889 ,     197 ,     267 ,False          ,      96.501 ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     298
2024-06-09 18:11:33.898000+00:00 ,           44 ,           28.189 ,           30.773 ,           36.702 ,     197 ,     269 ,False          ,      95.664 ,         6 ,       1237 ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2049, 2049, 2051, 2048, 2049, 2049]" ,       9531 ,     304
2024-06-09 18:11:47.824000+00:00 ,           55 ,           28.251 ,           30.633 ,           36.865 ,     201 ,     269 ,False          ,      95.749 ,         6 ,       1237 ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     305
2024-06-09 18:11:17.514000+00:00 ,           63 ,           27.332 ,           29.55  ,           36.017 ,     209 ,     270 ,False          ,      92.899 ,         6 ,       1237 ,"[None, 2048, 2051, 2049, 2049, 2049]" ,"[2048, 2051, 2051, 2049, 2051, 2051]" ,"[2049, 2048, 2051, 2048, 2048, 2049, 2051]" ,       9531 ,     297
2024-06-09 18:11:54.867000+00:00 ,           77 ,           28.725 ,           31.366 ,           36.945 ,     186 ,     268 ,False          ,      97.036 ,         6 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:11:31.725000+00:00 ,           81 ,           27.546 ,           29.898 ,           35.616 ,     195 ,     269 ,False          ,      93.06  ,         6 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     298
2024-06-09 18:12:52.760000+00:00 ,            1 ,           26.61  ,           29.509 ,           35.139 ,     208 ,     267 ,False          ,      91.258 ,         7 ,       1237 ,"[2051, 2049, 2049, 2049, 2049, 2049]" ,"[2051, 2049, 2049, 2049, 2048, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2051, 2049]" ,       9531 ,     302
2024-06-09 18:13:48.181000+00:00 ,            2 ,           28.011 ,           30.109 ,           35.911 ,     187 ,     267 ,False          ,      94.031 ,         7 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     303
2024-06-09 18:13:17.065000+00:00 ,            3 ,           27.37  ,           30.157 ,           36.47  ,     197 ,     269 ,False          ,      93.997 ,         7 ,       1237 ,"[2048, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     303
2024-06-09 18:12:58.583000+00:00 ,            4 ,           26.939 ,           29.807 ,           35.801 ,     213 ,     269 ,False          ,      92.547 ,         7 ,       1237 ,"[2048, 2051, 2048, 2048, 2051, 2049]" ,"[2049, 2048, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2048, 2048, 2051, 2049]" ,       9531 ,     295
2024-06-09 18:13:30.568000+00:00 ,           10 ,           27.894 ,           31.042 ,           36.408 ,     197 ,     263 ,False          ,      95.344 ,         7 ,       1237 ,"[None, 2048, 2049, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 0, 0, 2048]"       ,"[2049, 2049, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     299
2024-06-09 18:13:29.247000+00:00 ,           11 ,           28.116 ,           29.762 ,           36.193 ,     211 ,     270 ,False          ,      94.071 ,         7 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2051, 2051, 2049, 2049, 2049]" ,       9531 ,     309
2024-06-09 18:13:09.494000+00:00 ,           14 ,           28.584 ,           30.45  ,           36.097 ,     176 ,     271 ,False          ,      95.131 ,         7 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     300
2024-06-09 18:13:18.304000+00:00 ,           16 ,           28.467 ,           29.76  ,           36.314 ,     198 ,     262 ,False          ,      94.541 ,         7 ,       1237 ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     293
2024-06-09 18:13:17.793000+00:00 ,           18 ,           27.404 ,           29.909 ,           36.382 ,     201 ,     273 ,False          ,      93.695 ,         7 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2051]" ,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     306
2024-06-09 18:13:00.017000+00:00 ,           20 ,           27.592 ,           30.26  ,           57.567 ,     215 ,     266 ,False          ,     115.419 ,         7 ,       1237 ,"[2049, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     296
2024-06-09 18:13:19.589000+00:00 ,           22 ,           28.0   ,           30.087 ,           36.089 ,     199 ,     271 ,False          ,      94.176 ,         7 ,       1237 ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     307
2024-06-09 18:13:22.638000+00:00 ,           23 ,           27.717 ,           30.143 ,           36.109 ,     211 ,     269 ,False          ,      93.969 ,         7 ,       1237 ,"[None, 2048, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049, 2048]" ,       9531 ,     305
2024-06-09 18:13:36.214000+00:00 ,           24 ,           28.591 ,           30.024 ,           36.703 ,     204 ,     269 ,False          ,      95.318 ,         7 ,       1237 ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     301
2024-06-09 18:13:10.736000+00:00 ,           27 ,           28.378 ,           31.046 ,           36.734 ,     193 ,     264 ,False          ,      96.158 ,         7 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     296
2024-06-09 18:13:28.846000+00:00 ,           31 ,           27.621 ,           29.938 ,           36.161 ,     203 ,     268 ,False          ,      93.72  ,         7 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049, 2049]" ,       9531 ,     299
2024-06-09 18:13:09.522000+00:00 ,           44 ,           28.939 ,           30.523 ,           36.404 ,     188 ,     272 ,False          ,      95.866 ,         7 ,       1237 ,"[None, 0, 0, 2048, 2048, 2048]"       ,"[2048, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     305
